event_date,event_type,sub_event_type,actor1,actor2,location,latitude,longitude,notes,fatalities
30-Mar-21,Violence against civilians,Attack,Military Forces of Myanmar (2021-),Civilians (Myanmar),Bago,17.3352,96.4813,"On 30 March 2021, in Bago district (Bago region), military and police forces shot and killed a male employee of a microfinance company who was on his way to collect debts. A female employee accompanying him was arrested by security forces. When his family retrieved his body at the morgue, his body had reportedly been dissected.",1
30-Mar-21,Violence against civilians,Attack,Military Forces of Myanmar (2021-),Civilians (Myanmar),Nyaung-U,21.1954,94.9101,"On 30 March 2021, in Nyaung-U town (Nyaung-U Township, Nyaung U District, Mandalay Region), at night, two residents were shot and wounded by military forces in Thiri Mingalar ward. One was shot in the chest and the other in the upper arm.",0
30-Mar-21,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),Muse,23.9933,97.9103,"On 30 March 2021, in Muse (Muse Township, Shan State), locals held a protest to oppose the military coup and in support of the civil disobedience movemetn. Military and police forces fired at peaceful protesters. DVB reported that one person was killed. [size=no report]",1
30-Mar-21,Violence against civilians,Attack,Military Forces of Myanmar (2021-),Civilians (Myanmar),Kawthoung,9.9824,98.5503,"On 30 March 2021, in Kawthoung (Kawthoung Township, Tanintharyi Region), military and police forces fired while removing barricades. DVB reported that one person was killed.",1
30-Mar-21,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Myanmar (2021-),Civilians (Myanmar),Kamaing,25.5226,96.7115,"On 30 March 2021, in Kamaing town, Hpakant township (Mohnyin District, Kachin State), Kamaing town-based Myanmar military fired artillery shells. A 20-year-old girl was injured. In last week, the Myanmar military and KIA clashed around Kamaing town.",0
30-Mar-21,Violence against civilians,Attack,Military Forces of Myanmar (2021-),Civilians (Myanmar),Myitkyina,25.3832,97.3963,"On 30 March 2021, in Kampu ward, Myikyina town (Myitkyina Township, Kachin State), military and police forces shot dead a civilian. DVB reported that one person was killed. A house and three motorcycles were also set on fire in the area.",1
30-Mar-21,Violence against civilians,Attack,Military Forces of Myanmar (2021-),Civilians (Myanmar),Bo Gyoke,16.746,96.2413,"On 30 March 2021, in Bo Gyoke village (Thanlyin Township, Yangon South, Yangon Region), military and police forces opened fire and raided homes. DVB reported that no one was injured but the bullets can go through inside the houses.",0
30-Mar-21,Violence against civilians,Attack,Military Forces of Myanmar (2021-),Civilians (Myanmar),Thaketa,16.793,96.203,"On 30 March 2021, in Thaketa Township (Yangon Region), military and police forces cut up the face of a rickshaw driver.",0
30-Mar-21,Violence against civilians,Attack,Military Forces of Myanmar (2021-),Civilians (Myanmar),Dagon Myothit (South),16.8402,96.2258,"On 30 March 2021, in Dagon Myothit (South) (Dagon Myothit (South) Township, Yangon Region), security forces shot dead one person and several injured. DVB reported 1 fatality.",1
30-Mar-21,Violence against civilians,Attack,Military Forces of Myanmar (2021-),Civilians (Myanmar),South Okkalapa,16.8462,96.1799,"On 30 March 2021, in South Okkalapa township (Yangon (East) District, Yangon Region), soldiers and police raided the Tet Lann Hospital at around 2am, beating up security guards and cleaners. Witnesses stated that security forces were kicking people in the face and head with their boots. They also threatened doctors at gunpoint and searched patient wards. CCTV records were deleted by security forces.",0
29-Mar-21,Violence against civilians,Attack,Military Forces of Myanmar (2021-),Civilians (Myanmar),Bago,17.3352,96.4813,"On 29 March 2021, in Bago district (Bago region), military forces opened fire and shot and killed a third-year university student in the back while he was riding a motorcycle at Bago University. Another passenger was also shot and injured. Military forces reportedly shouted at him to turn around before he was shot after he stopped. AAPP reported that the second passenger later died on 1 April. Two fatalities in total.",2
29-Mar-21,Riots,Violent demonstration,Rioters (Myanmar),Military Forces of Myanmar (2021-),Dagon Myothit (South),16.8402,96.2258,"On 29 March 2021, in Dagon Myothit (South) township (Yangon-east District, Yangon Region), locals held a demonstration against the Myanmar military coup and in support of the civil disobedience movement. Military and police forces intervened and fired shots, and reportedly also fired indiscriminately using machine guns, and heavy weaponry including grenades and rocket-propelled grenades. Barricades set up by demonstrators were destroyed. Security forces were also indiscriminately firing at motorcyclists that were attempting to evacuate wounded demonstrators. AAPP reported that 15 people were killed while Myanmar Now reported that 17 were killed. Fatalities included an unidentified man whose burnt body was found, reportedly set on fire with roadblocks. Aid groups providing medical assistance reported that more than 50 people were injured. [size=no report]",15
29-Mar-21,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Myanmar (2021-),Civilians (Myanmar),Hpapun,18.065,97.4449,"On 29 March 2021, in Ler Hto Poe village, Mae Thu village tract (Hpapun Township, Hpapun District, Kayin State), the Myanmar military fired five bombs at the No.3 State High School (Daw Goo Hta). The school was destroyed.",0
29-Mar-21,Riots,Mob violence,Rioters (Myanmar),Civilians (Myanmar),Muse,23.9933,97.9103,"On 29 March 2021, in Muse town (Muse Township, Muse District, Shan State), following the arrest of at least 12 demonstrators at an anti-coup demonstration earlier in the day, residents damaged the building of the district office, including setting the signboard on fire. No documents in the office were destroyed. Residents threatened to step up their efforts and destroy government offices if the detained youth demonstrators were not released. [size=no report]",0
29-Mar-21,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),Myingyan,21.46,95.3884,"On 29 March 2021, in Myingyan town (Myingyan township, Myingyan District, Mandalay Region), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. Security forces (assumed to be the military and police) intervened and fired shots at protesters. AAPP reported that five people were killed (including one man who later died on 1 April), while Irrawaddy reported that three were killed (fatalities coded as 5 using the most recent estimate). One other man was shot and seriously wounded in his arm and was arrested by security forces. [size=no report]",5
29-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Myitkyina,25.3832,97.3963,"On 29 March 2021, in Myitkyina town (Myitkyina township, Myitkyina District, Kachin State), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. Military and police forces intervened and fired live rounds, rubber bullets and teargas at protesters. Several protesters were injured. Security forces also beat up and arrested two journalists who were covering the protest. [size=no report]",0
29-Mar-21,Violence against civilians,Attack,Military Forces of Myanmar (2021-),Civilians (Myanmar),Pathein,16.7792,94.7321,"On 29 March 2021, in Pathein town (Pathein township, Pathein district, Ayeyarwady region), military and police forces entered streets in the neighbourhood, set fire to barricades set up by residents and reportedly fired more than 100 shots in the area. DVB and AAPP reported that two men were shot and killed. One of the men was reportedly taken away by security forces after being shot in his chest. His body was only returned to his family on 30 March. Additionally, a group of men in plainclothes (assumed to be military forces) beat and arrested a poet who had been leading anti-coup demonstrations in the region. His whereabouts remain unknown at the time of reporting on 29 March 2021.",2
29-Mar-21,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),Thaketa,16.793,96.203,"On 29 March 2021, in Thaketa township (Yangon-east District, Yangon Region), locals protested against the Myanmar military coup and in support of the civil disobedience movement. Military and police forces fired rubber bullets and live rounds at the top of Thumana Road and in Yan Pyay Street. AAPP reported that three were killed. At least seven others were injured, including two in serious conditions. One of the casualties was reportedly dragged away by security forces. [size=no report]",3
